Autosomes.1_19,Mitochondrial.M,Sex.XY,si,ar,fe,xray
1.0,0.0,0.0,0.999664613956868,2.00375903464693,1.48594850760257,2.33161391604108
1.0,0.0,0.0,0.53364498655339,0.410207445974113,-0.0224314238589436,1.35526885470714
1.0,0.0,0.0,-0.852273473858938,-0.0625711467173927,-0.349312203287922,-0.824259310073139
1.0,0.0,0.0,-0.430282517944462,0.508475612672532,1.02230943708973,2.18569668142166
1.0,0.0,0.0,-1.45201398828567,-0.992167010279773,-0.408290215224333,1.93626697025939
1.0,0.0,0.0,-0.388031124940444,-0.646938847605683,0.0412274276358003,-0.434615543229609
1.0,0.0,0.0,0.671421233407774,0.992141121210949,1.3996275053493,1.03066690485581
1.0,0.0,0.0,-1.20169341457614,-0.652271632754488,2.16247689938399,-0.327540398498337
1.0,0.0,0.0,0.998446637327281,0.838430277702078,-0.0116118330223758,-0.550223529470914
1.0,0.0,0.0,-1.36314918943618,-0.754130319214476,0.2442802116181,2.05674305279115
1.0,0.0,0.0,0.631249157495431,0.917117216262388,-0.212832093616155,0.69090242136709
1.0,0.0,0.0,-0.984890717647879,-0.73767877459014,0.0227376301129319,2.26706382703744
1.0,0.0,0.0,-0.616375587950007,-0.0135008737621775,0.861654411117674,1.95602798559946
1.0,0.0,0.0,1.28377525948424,-0.239454600694751,0.248276891508619,1.27890307593897
1.0,0.0,0.0,-0.134116858403955,-0.827349075330008,-0.88427798056302,-1.14057475611333
1.0,0.0,0.0,-1.41985781816837,-0.8641079926939,-0.580138729354112,1.58040736573158
1.0,0.0,0.0,-0.980298760694875,-0.402470115822956,-0.117485511864922,0.178580877221953
1.0,0.0,0.0,0.862239826980724,1.380526473415,1.75845573931603,1.74234040396799
1.0,0.0,0.0,0.858976497695891,0.853515680319851,1.16709985411785,1.75606059688503
1.0,0.0,0.0,-1.31452689014149,-0.996668297114472,1.06077171689753,0.419494020286254
1.0,0.0,0.0,0.779871674435734,0.465975945642138,-0.0677994531219759,1.00551415079719
1.0,0.0,0.0,-0.679762222374883,0.461447545148497,1.04830297513252,0.965540252142941
1.0,0.0,0.0,-1.45376680722126,-1.02455194497761,0.585746755312557,0.512317478959215
1.0,0.0,0.0,-0.792438672317926,0.129602147951041,-0.0478004994402815,1.21135947117458
1.0,0.0,0.0,0.478276554907446,0.594109873848038,0.225619495842785,-0.3197647387385
1.0,0.0,0.0,-0.742830922929546,0.0666228213845082,-0.712635026630373,-1.11979141292305
1.0,0.0,0.0,-1.23041420745965,-0.524192825994735,2.02416233124679,-0.725847740086925
1.0,0.0,0.0,-1.15529668628176,-0.535018991408227,-0.312638386539759,0.425325353701002
1.0,0.0,0.0,-1.39879211142677,-0.806714041830968,0.854559442029062,0.521538185244942
1.0,0.0,0.0,0.608209887469329,1.43872266676997,0.274714438038783,-0.070875111221413
1.0,0.0,0.0,-1.22156360078681,-0.969322825874981,-1.24755117200694,-0.668425652465825
1.0,0.0,0.0,-1.24862343293713,-0.803317999678618,2.56501049980077,-0.180405875954505
1.0,0.0,0.0,-0.780887375706717,-0.629843553768364,0.949270743215953,0.495688280022204
1.0,0.0,0.0,0.0418759204370164,0.318497368741823,1.0668221710295,1.12967400478167
1.0,0.0,0.0,-0.0825350762356233,0.119140349580033,-0.558358874942666,0.749810652625368
1.0,0.0,0.0,-1.43289327817714,-0.937901772534423,-0.930082686971579,1.17851661072619
1.0,0.0,0.0,0.496378333029743,0.564345133822046,-1.02907769123754,-0.352636397687624
1.0,0.0,0.0,-0.661838050690798,-0.591430599466932,0.942639335364804,0.14849385394422
1.0,0.0,0.0,-1.10301447119457,-1.39702791352921,0.790249291111816,1.06627838895544
1.0,0.0,0.0,0.163474746061469,-0.0360108635627026,-0.159475954191653,0.165250462508953
1.0,0.0,0.0,0.0789065948505527,0.957688890748752,1.85443599809194,0.72242942422083
1.0,0.0,0.0,-1.31951103858848,-0.499582385792484,1.18589263075867,-0.0982732901932536
1.0,0.0,0.0,-0.635590313163073,0.150005873192983,1.34265086882583,0.60122000642484
1.0,0.0,0.0,-1.43333911759992,-0.924985230389086,1.25203301610401,-0.0381430803679679
1.0,0.0,0.0,-1.13200008121114,-0.440267676091658,-0.69736132650109,1.14661585018256
1.0,0.0,0.0,-0.509338793703199,-0.931464314131869,-0.635899463235915,-0.787347186600051
1.0,0.0,0.0,0.153113753969799,1.26961162644365,1.67625836744191,0.997312199023973
1.0,0.0,0.0,-1.40954348216386,-1.24377808088389,0.112821792209986,1.024774341241
1.0,0.0,0.0,-0.184110117843473,-0.99521046139901,0.492036882489846,-0.50519564342957
1.0,0.0,0.0,1.02970119020612,0.79663851714523,1.44375462123123,1.65486351561508
1.0,0.0,0.0,-0.520511983422906,-0.398408026398113,-0.510810866797593,-0.799122739981527
1.0,0.0,0.0,-1.00314328919507,-1.34079076670636,0.678263751120269,0.402998104747581
1.0,0.0,0.0,-0.84205093478072,-0.876519711861152,-0.308708761996842,-0.623784372803904
1.0,0.0,0.0,-0.00775248770077375,0.926660811698386,0.845506039677105,-1.07758892174962
1.0,0.0,0.0,0.119048215858508,0.751933016645783,-0.985683830588141,-0.661038163113904
1.0,0.0,0.0,-1.21714984665848,-1.32785654806392,-0.769883048108231,-0.336573102226541
1.0,0.0,0.0,-0.736440892229159,0.104540814195281,-0.440159641082382,-0.72886178362684
1.0,0.0,0.0,0.218469654034194,0.567363754937978,1.40822534062741,0.156072366200751
1.0,0.0,0.0,-0.727297303020554,-0.732352940776409,1.04927660580028,0.351451178363493
1.0,0.0,0.0,-1.37487958868334,-1.1415512256555,-0.0689585651586138,-0.194987015233986
1.0,0.0,0.0,0.949747997650461,1.00011785115094,-0.196117459853043,-0.363391859812117
1.0,0.0,0.0,0.756382511495953,1.15781433357593,0.239476526655886,1.88166368690271
1.0,0.0,0.0,1.27432251189878,1.16751370546259,0.910619706194342,-1.04885556360199
1.0,0.0,0.0,1.35885600639734,1.05538126092403,0.644209885162463,-1.30900061736186
1.0,0.0,0.0,0.311871142458853,-0.595429644051304,-0.0562393849536839,-0.115039306139529
1.0,0.0,0.0,-0.647514087097905,0.264254937387596,-0.441704802775175,-0.65808819013357
1.0,0.0,0.0,-0.159570614025276,-0.665466548920633,2.0090701609736,-0.295276343968236
1.0,0.0,0.0,-0.410540712388849,-0.472649592817682,1.07183225960395,-0.652858236579048
1.0,0.0,0.0,1.15121179522581,1.25567543281927,-0.0884080150983586,1.3884922986082
1.0,0.0,0.0,0.662382859606602,1.76856381391633,0.371421628138849,1.13955596588654
1.0,0.0,0.0,-0.883666730678169,-0.877737525680875,-0.542450805443237,-0.928220812628033
1.0,0.0,0.0,0.229761946556127,0.532066103208198,0.0667114804184268,1.27826079866886
1.0,0.0,0.0,-1.14201737807546,-1.2167811180545,1.70355068235554,0.983821650962945
1.0,0.0,0.0,0.254151646481204,0.430645007862426,-0.632231806120889,0.853222260742557
1.0,0.0,0.0,-1.34486508269197,-0.841122630407226,1.84950609256015,-0.0768050153079457
1.0,0.0,0.0,0.081714396125333,0.778649913842632,1.99996441902917,0.555406279096423
